Kyrgyzstan	Kyrgyzstan
Spain	Spain_Galicia_South
Spain	Spain_Melilla
Spain	Spain_Catalonia_Provincia de Girona
Spain	Spain_Catalonia_Provincia de Barcelona
Spain	Spain_Andalusia_Sevilla
Spain	Spain_Cantabria
Spain	Spain_Basque Country
Spain	Spain_Principado de Asturias
Spain	Spain_Galicia_North
Sri Lanka	Sri Lanka
Sudan	Sudan_West
Sudan	Sudan_East
Suriname	Suriname
Svalbard and Jan Mayen	Norway_Svalbard
Swaziland	Swaziland
Sweden	Sweden_Vastra Gotaland
Sweden	Sweden_Bergslagen
Sweden	Sweden_Norra Sverige
Sweden	Sweden_Mellannorrland
Sweden	Sweden_Ostra Gotaland
Sweden	Sweden_Stockholm
Sweden	Sweden_Malardalen
Sweden	Sweden_Sodra Gotaland
Switzerland	Switzerland_Eastern
Switzerland	Switzerland_Northwestern
Switzerland	Switzerland_Central
Switzerland	Switzerland_Espace Mittelland_East
Switzerland	Switzerland_Lake Geneva region
Switzerland	Switzerland_Zurich
Switzerland	Switzerland_Ticino
Switzerland	Switzerland_Espace Mittelland_Bern
UK_England	UK_England_North East England
UK_England	UK_England_South West England_Bristol
UK_England	UK_England_West Midlands
UK_England	Belgium_West Flanders
UK_England	UK_England_South East_Brighton
UK_England	UK_England_South West England_Cornwall
UK_England	UK_England_East Midlands
UK_England	UK_England_East of England_Essex
UK_England	UK_England_Yorkshire and the Humber
UK_England	Guernsey
UK_England	UK_England_Greater London
UK_England	UK_England_South East_Oxford
UK_England	UK_England_East of England_Norfolk
UK_England	UK_England_North West England_Manchester
UK_England	UK_England_North West England_Lancaster
UK_Northern Ireland	UK_Northern Ireland
UK_Scotland	UK_Scotland_North
UK_Scotland	UK_Scotland_South
UK_Wales	UK_Wales
Uganda	Uganda
Ukraine	Ukraine_Khmelnytskyi Oblast
Ukraine	Ukraine_Sumy Oblast
Ukraine	Ukraine_Volyn Oblast
Ukraine	Ukraine_Chernihiv Oblast
Ukraine	Ukraine_Zhytomyr Oblast
Ukraine	Ukraine_Kyiv Oblast
Ukraine	Ukraine_Dnipropetrovsk Oblast
Ukraine	Ukraine_Rivne Oblast
Ukraine	Ukraine_Lviv Oblast
Ukraine	Ukraine_Ternopil Oblast
Ukraine	Ukraine_Zaporizhia Oblast
Ukraine	Ukraine_Poltava Oblast
Ukraine	Ukraine_Luhansk Oblast
Ukraine	Ukraine_Cherkasy Oblast
Ukraine	Ukraine_Vinnytsia Oblast
Ukraine	Ukraine_Kharkiv Oblast
Ukraine	Ukraine_Donetsk Oblast
Ukraine	Ukraine_Zakarpattia Oblast
Ukraine	Ukraine_Ivano-Frankivsk Oblast
Ukraine	Ukraine_Kirovohrad Oblast
Ukraine	Ukraine_Chernivtsi Oblast
Ukraine	Ukraine_Odessa Oblast
Ukraine	Ukraine_Kherson Oblast
Ukraine	Ukraine_Mykolaiv Oblast
United Arab Emirates	Qatar
United Arab Emirates	United Arab Emirates
USA_Alabama	US_Alabama_Birmingham
USA_Alabama	US_Alabama_Montgomery
USA_Alaska	US_Alaska
USA_Arizona	US_Arizona_Flagstaff
USA_Arizona	US_Arizona_Phoenix
USA_Arizona	US_Arizona_Tucson
USA_Arkansas	US_Arkansas_South
USA_Arkansas	US_Arkansas_North
USA_California	US_California_Sacramento_Fresno
USA_California	US_California_Sacramento_Sacramento
USA_California	US_California_San Diego
USA_California	US_California_Santa_Clara_Santa Cruz
USA_California	US_California_Santa_Clara_Palo Alto
USA_California	US_California_Chico
USA_California	US_California_Bakersfield_Lancaster
USA_California	US_California_LA
USA_California	US_California_LA North
USA_California	US_California_Redding
USA_California	US_California_Bakersfield_Bakersfield
USA_California	US_California_Sacramento_Stockton
Vatican	Vatican City
Vatican	Italy_Lazio
Venezuela	Venezuela_North
Venezuela	Venezuela_South
Vietnam	Vietnam
Wallis and Futuna	Wallis and Futuna
Clarion Island	Mexico_California
Clipperton Island	Costa Rica
Canada_Quebec	Canada_Quebek_Far North
Canada_Quebec	Canada_Quebek_North
Canada_Quebec	Canada_Quebek_Southeast_Rimouski
Canada_Quebec	Canada_Quebek_West_Chibougamau
Canada_Quebec	Canada_Quebek_Montreal
Canada_Quebec	Canada_Quebek_Southeast_Saguenay
Canada_Quebec	Canada_Quebek_West_Rouyn-Noranda
Canada_Quebec	Canada_Quebec_Quebec
Canada_Quebec	Canada_Quebek_Lachute
Canada_Saskatchewan	Canada_Saskatchewan_North
Canada_Saskatchewan	Canada_Saskatchewan_Regina
Canada_Saskatchewan	Canada_Saskatchewan_Saskatoon
Canada_Yukon	Canada_Yukon_North
Canada_Yukon	Canada_Yukon_Whitehorse
Cape Verde	Cape Verde
Cayman Islands	Cayman Islands
Central African Republic	Central African Republic
Chad	Chad
Chile	Chile_Central
Chile	Chile_North
Chile	Chile_South
China	China_Tibet Autonomous Region
China	China_Jiangxi
China	China_Sichuan
China	China_Shaanxi
China	China_Chongqing
China	China_Fujian
China	China_Hunan
China	China_Guizhou
China	China_Guangxi
China	China_Guangdong
China	China_Yunnan
China	China_Hubei
China	China_Jilin
China	China_Anhui
China	China_Heilongjiang
China	China_Gansu
China	China_Hebei
China	China_Inner Mongolia
China	China_Xinjiang
China	China_Shanxi
China	China_Liaoning
China	China_Zhejiang
China	Taiwan_North
China	China_Shanghai
China	China_Jiangsu
China	China_Shandong
China	China_Henan
China	China_Qinghai
China	China_Ningxia Hui
Christmas Island	Australia_Western Australia
Belize	Belize
Benin	Benin
Greece	Greece_Decentralized Administration of Thessaly - Central Greece
Greece	Greece_Decentralized Administration of Attica
Greece	Greece_Decentralized Administration of Macedonia and Thrace
Greece	Greece_Decentralized Administration of Aegean
Greece	Greece_Decentralized Administration of Epirus - Western Macedonia
Greece	Greece_Decentralized Administration of West Greece
Greece	Greece_Decentralized Administration of Crete
Hungary	Hungary_Northern Great Plain
Hungary	Hungary_Kozep-Magyarorszag
Hungary	Hungary_Transdanubia
Guam	US_Guam
Guatemala	Guatemala
USA_Colorado	US_Colorado_Aspen
USA_Colorado	US_Colorado_Denver
USA_Colorado	US_Colorado_South
USA_Vermont	US_Vermont
USA_Virginia	US_Virginia_Norfolk
USA_Virginia	US_Virginia_Roanoke
USA_Virginia	US_Virginia_Lynchburg
USA_Virginia	US_Virginia_Richmond
USA_Virginia	US_Virginia_Alexandria
USA_Washington	US_Washington_Coast
USA_Washington	US_Washington_Seattle
USA_Washington	US_Washington_Yakima
USA_West Virginia	US_West Virginia
Zambia	Zambia
Zimbabwe	Zimbabwe
USA_Wisconsin	US_Wisconsin_Milwaukee
USA_Wisconsin	US_Wisconsin_Eau Claire
USA_Wisconsin	US_Wisconsin_Madison
USA_Wisconsin	US_Wisconsin_North
USA_Wyoming	US_Wyoming
Japan_Hokkaido	Japan_Hokkaido Region_West
Japan_Hokkaido	Japan_Hokkaido Region_Sapporo
Japan_Hokkaido	Japan_Hokkaido Region_North
Japan_Hokkaido	Japan_Hokkaido Region_East
Malawi	Malawi
Malaysia	Malaysia
Djibouti	Djibouti
Dominica	Dominica
Dominica	Caribbees
Dominican Republic	Dominican Republic
East Timor	East Timor
Ecuador	Ecuador_East
Ecuador	Ecuador_West
Egypt	Egypt
Barbados	Barbados
Barbados	Caribbees
Bermuda	Bermuda
Bhutan	Bhutan
Bolivia	Bolivia_South
Bolivia	Bolivia_North
Bosnia and Herzegovina	Bosnia and Herzegovina_Republic of Srpska
Bosnia and Herzegovina	Bosnia and Herzegovina_Brcko district of Bosnia and Herzegowina
Bosnia and Herzegovina	Bosnia and Herzegovina_Entity Federation of Bosnia and Herzegovina
Botswana	Botswana
Bouvet Island	Norway_Bouvet Island
Brazil_Central-West	Brazil_Mato Grosso
Brazil_Central-West	Brazil_Goias_North
Brazil_Central-West	Brazil_Goias_Brasilia
Brazil_Central-West	Brazil_Mato Grosso Do Sul
Brazil_North	Brazil_North Region_East
Brazil_North	Brazil_North Region_West
Brazil_Northeast	Brazil_Rio Grande do Norte
Brazil_Northeast	Brazil_Paraiba
Brazil_Northeast	Brazil_Northeast Region_West
Brazil_Northeast	Brazil_Bahia
Brazil_Northeast	Brazil_Northeast Region_East
Brazil_South	Brazil_Santa Catarina
Brazil_South	Brazil_Parana_East
Brazil_South	Brazil_South Region_East
Brazil_South	Brazil_South Region_West
Brazil_South	Brazil_Parana_West
Brazil_Southeast	Brazil_Southeast Region_Sao Paulo_City
Brazil_Southeast	Brazil_Southeast Region_Sao Paulo_Campinas
Brazil_Southeast	Brazil_Southeast Region_Sao Paulo_West
Brazil_Southeast	Brazil_Southeast Region_Minas Gerais_Contagem
Brazil_Southeast	Brazil_Southeast Region_Rio de Janeiro
Brazil_Southeast	Brazil_Southeast Region_Minas Gerais_North
Brazil_Southeast	Brazil_Southeast Region_Espirito Santo
British Indian Ocean Territory	British Indian Ocean Territory
Germany_Schleswig-Holstein	Germany_Schleswig-Holstein_Kiel
Germany_Schleswig-Holstein	Germany_Schleswig-Holstein_Flensburg
Germany_Thuringia	Germany_Thuringia
Ghana	Ghana
Maldives	Maldives
British Virgin Islands	British Virgin Islands
British Virgin Islands	Caribbees
Brunei	Brunei
Bulgaria	Bulgaria_East
Bulgaria	Bulgaria_West
Burkina Faso	Burkina Faso
Curacao	Caribisch Nederland
Gibraltar	Gibraltar
Mali	Mali
France_Bretagne	France_Brittany_Cotes-dArmor
France_Bretagne	France_Brittany_Finistere
France_Bretagne	France_Brittany_Ille-et-Vilaine
France_Bretagne	France_Brittany_Morbihan
France_Centre	France_Centre-Val de Loire_Loiret
France_Centre	France_Centre-Val de Loire_Indre-et-Loire
France_Centre	France_Centre-Val de Loire_Eure-et-Loir
France_Centre	France_Centre-Val de Loire_Loir-et-Cher
France_Centre	France_Centre-Val de Loire_Indre
France_Centre	France_Centre-Val de Loire_Cher
Cyprus	Cyprus
Greenland	Greenland
Guernsey	Guernsey
El Salvador	El Salvador
Equatorial Guinea	Equatorial Guinea
Eritrea	Eritrea
Estonia	Estonia_West
Estonia	Estonia_East
Faroe Islands	Faroe Islands
Fiji	Fiji
Finland	Finland_Southern Finland_West
Finland	Finland_Southern Finland_Helsinki
Finland	Finland_Southern Finland_Lappeenranta
Finland	Finland_Northern Finland
Finland	Finland_Western Finland_Jyvaskyla
Finland	Finland_Western Finland_Tampere
Finland	Finland_Eastern Finland_North
Finland	Finland_Eastern Finland_South
France_Alsace	France_Alsace_Bas-Rhin
France_Alsace	France_Alsace_Haut-Rhin
France_Aquitaine	France_Aquitaine_Dordogne
France_Aquitaine	France_Aquitaine_Lot-et-Garonne
France_Aquitaine	France_Aquitaine_Pyrenees-Atlantiques
France_Aquitaine	France_Aquitaine_Landes
France_Aquitaine	France_Aquitaine_Gironde
France_Auvergne	France_Auvergne_Puy-de-Dome
France_Auvergne	France_Auvergne_Haute-Loire
France_Auvergne	France_Auvergne_Cantal
France_Auvergne	France_Auvergne_Allier
France_Basse-Normandie	France_Lower Normandy_Calvados
France_Basse-Normandie	France_Lower Normandy_Orne
France_Basse-Normandie	France_Lower Normandy_Manche
France_Corsica	France_Corsica
France_Franche-Comte	France_Free County_North
France_Franche-Comte	France_Free County_South
France_Haute-Normandie	France_Upper Normandy
France_Languedoc-Roussillon	France_Languedoc-Roussillon_Aude
France_Languedoc-Roussillon	France_Languedoc-Roussillon_Lozere
France_Languedoc-Roussillon	France_Languedoc-Roussillon_Pyrenees-Orientales
France_Languedoc-Roussillon	France_Languedoc-Roussillon_Gard
France_Languedoc-Roussillon	France_Languedoc-Roussillon_Herault
France_Limousin	France_Limousin
France_Lorraine	France_Lorraine_Moselle
France_Lorraine	France_Lorraine_Meurthe-et-Moselle
France_Lorraine	France_Lorraine_Meuse
France_Lorraine	France_Lorraine_Vosges
France_Midi-Pyrenees	France_Midi-Pyrenees_Gers
France_Midi-Pyrenees	France_Midi-Pyrenees_Tarn-et-Garonne
France_Midi-Pyrenees	France_Midi-Pyrenees_Haute-Garonne
France_Midi-Pyrenees	France_Midi-Pyrenees_Ariege
France_Midi-Pyrenees	France_Midi-Pyrenees_Tarn
France_Midi-Pyrenees	France_Midi-Pyrenees_Hautes-Pyrenees
France_Midi-Pyrenees	France_Midi-Pyrenees_Aveyron
France_Midi-Pyrenees	France_Midi-Pyrenees_Lot
France_Nord-Pas-de-Calais	France_Nord-Pas-de-Calais_Pas-de-Calais
France_Nord-Pas-de-Calais	France_Nord-Pas-de-Calais_Lille
France_Nord-Pas-de-Calais	France_Nord-Pas-de-Calais_Nord
France_Paris & Ile-de-France	France_Ile-de-France_Hauts-de-Seine
France_Paris & Ile-de-France	France_Ile-de-France_Val-de-Marne
France_Paris & Ile-de-France	France_Ile-de-France_Seine-Saint-Denis
France_Paris & Ile-de-France	France_Ile-de-France_Val-dOise
France_Paris & Ile-de-France	France_Ile-de-France_Yvelines
France_Paris & Ile-de-France	France_Ile-de-France_Paris
France_Paris & Ile-de-France	France_Ile-de-France_Seine-et-Marne
France_Paris & Ile-de-France	France_Ile-de-France_Essonne
USA_District of Columbia	US_Maryland_and_DC
USA_Hawaii	US_Hawaii
USA_Idaho	US_Idaho_North
USA_Idaho	US_Idaho_South
USA_Illinois	US_Illinois_Chickago
USA_Illinois	US_Illinois_South
USA_Illinois	US_Illinois_Elgin
USA_Illinois	US_Illinois_Springfield
USA_Illinois	US_Illinois_Rockford
Comoros	Comoros
Congo-Brazzaville	Congo-Brazzaville
Congo-Kinshasa	Congo-Kinshasa_Kivu
Congo-Kinshasa	Congo-Kinshasa_West
Grenada	Grenada
Grenada	Caribbees
Guadeloupe	Guadeloupe
Guadeloupe	Caribbees
Madagascar	Madagascar
Malta	Malta
Kuwait	Kuwait
Haiti	Haiti
Heard Island and McDonald Islands	France_Southern Islands
Honduras	Honduras
Liberia	Liberia
Libya	Libya
Liechtenstein	Liechtenstein
Lithuania	Lithuania_West
Lithuania	Lithuania_East
Rwanda	Rwanda
Saint Helena, Ascension and Tristan da Cunha	Saint Helena Ascension and Tristan da Cunha
Mayotte	France_Southern Islands
Norfolk Island	Australia_New South Wales
Russia_Far Eastern	Russia_Primorsky Krai
Russia_Far Eastern	Russia_Chukotka Autonomous Okrug
Russia_Far Eastern	Russia_Sakha Republic
Russia_Far Eastern	Russia_Khabarovsk Krai
Russia_Far Eastern	Russia_Magadan Oblast
Russia_Far Eastern	Russia_Kamchatka Krai
Russia_Far Eastern	Russia_Amur Oblast
Russia_Far Eastern	Russia_Sakhalin Oblast
Russia_Far Eastern	Russia_Jewish Autonomous Oblast
Russia_North Caucasian	Russia_Republic of Dagestan
Russia_North Caucasian	Russia_Stavropol Krai
Russia_North Caucasian	Russia_Ingushetia
Russia_North Caucasian	Russia_Chechen Republic
Russia_North Caucasian	Russia_Karachay-Cherkessia
Russia_North Caucasian	Russia_Kabardino-Balkaria
Russia_North Caucasian	Russia_North Ossetia-Alania
Russia_Northwestern	Russia_Leningradskaya Oblast_Karelsky
Russia_Northwestern	Russia_Saint Petersburg
Russia_Northwestern	Russia_Arkhangelsk Oblast_Central
Russia_Northwestern	Russia_Novgorod Oblast
Russia_Northwestern	Russia_Murmansk Oblast
Russia_Northwestern	Russia_Arkhangelsk Oblast_North
Russia_Northwestern	Russia_Nenets Autonomous Okrug
Russia_Northwestern	Russia_Vologda Oblast
Russia_Northwestern	Russia_Komi Republic
Russia_Northwestern	Russia_Republic of Karelia_North
Russia_Northwestern	Russia_Leningradskaya Oblast_Southeast
Russia_Northwestern	Russia_Republic of Karelia_South
Russia_Northwestern	Russia_Pskov Oblast
Russia_Northwestern	Russia_Kaliningrad Oblast
Russia_Siberian	Russia_Irkutsk Oblast
Russia_Siberian	Russia_Kemerov Oblast
Russia_Siberian	Russia_Tomsk Oblast
Russia_Siberian	Russia_Zabaykalsky Krai
Russia_Siberian	Russia_Omsk Oblast
Russia_Siberian	Russia_Novosibirsk Oblast
Russia_Siberian	Russia_Krasnoyarsk Krai_South
Russia_Siberian	Russia_Krasnoyarsk Krai_North
Russia_Siberian	Russia_Buryatia
Russia_Siberian	Russia_Altai Krai
Russia_Siberian	Russia_Tuva
Russia_Siberian	Russia_Altai Republic
Russia_Siberian	Russia_Khakassia
Russia_Southern	Russia_Volgograd Oblast
Russia_Southern	Russia_Astrakhan Oblast
Russia_Southern	Russia_Rostov Oblast
Russia_Southern	Russia_Krasnodar Krai_Adygeya
Russia_Southern	Russia_Republic of Kalmykia
Russia_Southern	Russia_Krasnodar Krai
Russia_Urals	Russia_Yamalo-Nenets Autonomous Okrug
Russia_Urals	Russia_Sverdlovsk Oblast_North
Russia_Urals	Russia_Tyumen Oblast
Russia_Urals	Russia_Yugra_Khanty
Russia_Urals	Russia_Yugra_Surgut
Russia_Urals	Russia_Sverdlovsk Oblast_Ekaterinburg
Russia_Urals	Russia_Kurgan Oblast
Russia_Urals	Russia_Chelyabinsk Oblast
Russia_Volga	Russia_Nizhny Novgorod Oblast
Russia_Volga	Russia_Mari El
Russia_Volga	Russia_Udmurt Republic
Russia_Volga	Russia_Kirov Oblast
Russia_Volga	Russia_Perm Krai_South
Russia_Volga	Russia_Perm Krai_North
Russia_Volga	Russia_Ulyanovsk Oblast
Russia_Volga	Russia_Chuvashia
Russia_Volga	Russia_Tatarstan
Russia_Volga	Russia_Bashkortostan
Russia_Volga	Russia_Penza Oblast
Russia_Volga	Russia_Republic of Mordovia
Russia_Volga	Russia_Orenburg Oblast
Russia_Volga	Russia_Samara Oblast
Russia_Volga	Russia_Saratov Oblast
Montserrat	Montserrat
Montserrat	Caribbees
Monaco	France_Provence-Alpes-Cote dAzur_Maritime Alps
Monaco	Monaco
Nauru	Nauru
Saint Barthelemy	Saint Barthelemy
Saint Barthelemy	Caribbees
Sahrawi	Morocco_Western Sahara
Sahrawi	Sahrawi Arab Democratic Republic
Saint Kitts and Nevis	Saint Kitts and Nevis
Saint Kitts and Nevis	Caribbees
San Marino	San Marino
Saint Lucia	Saint Lucia
Saint Lucia	Caribbees
Japan_Shikoku	Japan_Shikoku Region_Kochi
Japan_Shikoku	Japan_Shikoku Region_Tokushima
Japan_Shikoku	Japan_Shikoku Region_Ehime
Japan_Shikoku	Japan_Shikoku Region_Kagawa
Martinique	Martinique
Martinique	Caribbees
Mauritania	Mauritania
Norway	Norway_Central
Norway	Norway_Oppland
Norway	Norway_Southern
Norway	Norway_Hedmark
Norway	Norway_Rogaland
Norway	Norway_Hordaland
Norway	Norway_Western
Norway	Norway_South Trondelag
Norway	Norway_North Trondelag
Norway	Norway_Nordland
Norway	Norway_Northern
Oman	Oman
Pakistan	Pakistan
Singapore	Singapore
Palau	Palau
Palestine	Palestine
Palestine	Jerusalem
Panama	Panama
Papua New Guinea	Papua New Guinea
Paraguay	Paraguay
Peru	Peru_North
Peru	Peru_Lima
Peru	Peru_South
Pitcairn Islands	Pitcairn Islands
Poland	Poland_Lower Silesian Voivodeship
Poland	Poland_Podlaskie Voivodeship
Poland	Poland_Warmian-Masurian Voivodeship
Poland	Poland_Greater Poland Voivodeship
Poland	Poland_Swietokrzyskie Voivodeship
Poland	Poland_Opole Voivodeship
Poland	Poland_Pomeranian Voivodeship
Poland	Poland_Masovian Voivodeship
Poland	Poland_Lublin Voivodeship
Poland	Poland_Lodz Voivodeship
Poland	Poland_Kuyavian-Pomeranian Voivodeship
Poland	Poland_Subcarpathian Voivodeship
Poland	Poland_Lesser Poland Voivodeship
Poland	Poland_Silesian Voivodeship
Poland	Poland_West Pomeranian Voivodeship
Poland	Poland_Lubusz Voivodeship
Sao Tome and Principe	Sao Tome and Principe
Saudi Arabia	Saudi Arabia_South
Saudi Arabia	Saudi Arabia_North
Tunisia	Tunisia
Turkey	Turkey_Aegean Region
Turkey	Turkey_Southeastern Anatolia Region
Turkey	Turkey_Central Anatolia Region_Ankara
Turkey	Turkey_Marmara Region_Istanbul
Turkey	Turkey_Marmara Region_Bursa
Turkey	Turkey_Black Sea Region
Turkey	Turkey_Central Anatolia Region_Kayseri
Turkey	Turkey_Mediterranean Region
Turkey	Turkey_Eastern Anatolia Region
Turkmenistan	Turkmenistan
Turks and Caicos Islands	Turks and Caicos Islands
Somalia	Somalia
USA_South Carolina	US_South Carolina_Columbia
USA_South Carolina	US_South Carolina_Florence
USA_South Carolina	US_South Carolina_Charleston
USA_South Dakota	US_South Dakota
USA_Tennessee	US_Tennessee_West
USA_Tennessee	US_Tennessee_East
USA_Texas	US_Texas_Houston
USA_Texas	US_Texas_Southwest
USA_Texas	US_Texas_Victoria
USA_Texas	US_Texas_San Antonio
USA_Texas	US_Texas_Dallas
USA_Texas	US_Texas_Amarillo
USA_Texas	US_Texas_Lubbock
USA_Texas	US_Texas_Wako
USA_Texas	US_Texas_Tyler
USA_Texas	US_Texas_West
USA_Texas	US_Texas_Austin
Syria	Syria
Tuvalu	Tuvalu
Bangladesh	Bangladesh
Burundi	Burundi
Cambodia	Cambodia
Cameroon	Cameroon_West
Cameroon	Cameroon_Central
Canada_Alberta	Canada_Alberta_North
Canada_Alberta	Canada_Alberta_South
Canada_Alberta	Canada_Alberta_Edmonton
Canada_British Columbia	Canada_British Columbia_Islands
Canada_British Columbia	Canada_British Columbia_Vancouver
Canada_British Columbia	Canada_British Columbia_Far_North
Canada_British Columbia	Canada_British Columbia_North
Canada_British Columbia	Canada_British Columbia_Northeast
Canada_British Columbia	Canada_British Columbia_Central
Canada_British Columbia	Canada_British Columbia_Southeast
Canada_Manitoba	Canada_Manitoba_Northwest
Canada_Manitoba	Canada_Manitoba_Northeast
Canada_Manitoba	Canada_Manitoba_Winnipeg
Canada_Manitoba	Canada_Manitoba_South
Canada_New Brunswick	Canada_New Brunswick
Canada_Newfoundland and Labrador	Canada_Labrador_North
Canada_Newfoundland and Labrador	Canada_Newfoundland_North
Canada_Newfoundland and Labrador	Canada_Labrador_West
Canada_Newfoundland and Labrador	Canada_Newfoundland_East
Canada_Newfoundland and Labrador	Canada_Newfoundland_South
Canada_Newfoundland and Labrador	Canada_Labrador_South
Canada_Newfoundland and Labrador	Canada_Newfoundland_West
Canada_Northwest Territories	Canada_Northwest Territories_North
Canada_Northwest Territories	Canada_Northwest Territories_East
Canada_Northwest Territories	Canada_Northwest Territories_Yellowknife
Canada_Nova Scotia	Canada_Nova Scotia_Sydney
Canada_Nova Scotia	Canada_Nova Scotia_Halifax
Canada_Nunavut	Canada_Nunavut_South
Canada_Nunavut	Canada_Ontario_Northwestern
Canada_Nunavut	Canada_Nunavut_North
Canada_Nunavut	Canada_Manitoba_Northeast
Canada_Nunavut	Canada_Quebek_Far North
Canada_Nunavut	Canada_Ontario_Northeastern_North
Canada_Ontario	Canada_Ontario_Northwestern
Canada_Ontario	Canada_Ontario_Northern
Canada_Ontario	Canada_Ontario_Northeastern_North
Canada_Ontario	Canada_Ontario_Northeastern_SE
Canada_Ontario	Canada_Ontario_Northeastern_S
Canada_Ontario	Canada_Ontario_Northeastern_Central
Canada_Ontario	Canada_Ontario_London
Canada_Ontario	Canada_Ontario_Northeastern_Wawa
Canada_Ontario	Canada_Ontario_Northeastern_SW
Canada_Ontario	Canada_Ontario_Toronto
Canada_Ontario	Canada_Ontario_Bame
Canada_Ontario	Canada_Ontario_Kingston
Canada_Prince Edward Island	Canada_Prince Edward Island
Saint Vincent and the Grenadines	Saint Vincent and the Grenadines
Saint Vincent and the Grenadines	Caribbees
USA_Utah	US_Utah_North
USA_Utah	US_Utah_South
United States Virgin Islands	United States Virgin Islands
United States Virgin Islands	Caribbees
Yemen	Yemen
