,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,take_the_7_exit,Take the seventh exit.,Седьмой поворот с кольца.,Zjedź siódmym zjazdem.,Ta sjunde avfarten.,Yedinci çıkıştan çıkın.,Prenez la septième sortie.,Neem de zevende afslag.,Nehmen Sie die siebte Ausfahrt.,اسلك المخرج السابع.,Πάρτε την έβδομη έξοδο.,Prendi la settima uscita.,Vyjeďte sedmým výjezdem.,Hajtson ki a hetedik kijáratnál.,Folosiți a șaptea ieșire.,七番目の出口です。,Tag den syvende afkørsel.,Tome la séptima salida.,Agafeu la setena sortida.,Poistu seitsemännessä liittymässä.,सातवाँ एग्जिट लें।,Izađite na sedmom izlazu.,Ambil jalan keluar ketujuh.,일곱 번째 출구입니다.,Saia na sétima saída.,Opustite kruhový objazd na siedmom výjazde.,Ingia barabara ya saba ya kutoka.,ออกทางออกที่เจ็ด,取道第七個出口。,取道第七个出口。,Take the 7th exit.
,take_the_8_exit,Take the eighth exit.,Восьмой поворот с кольца.,Zjedź ósmym zjazdem.,Ta åttonde avfarten.,Sekizinci çıkıştan çıkın.,Prenez la huitième sortie.,Neem de achtste afslag.,Nehmen Sie die achte Ausfahrt.,اسلك المخرج الثامن.,Πάρτε την όγδοη έξοδο.,Prendi l'ottava uscita.,Vyjeďte osmým výjezdem.,Hajtson ki a nyolcadik kijáratnál.,Folosiți a opta ieșire.,八番目の出口です。,Tag den ottende afkørsel.,Tome la octava salida.,Agafeu la vuitena sortida.,Poistu kahdeksannessa liittymässä.,आठवाँ एग्जिट लें।,Izađite na osmom izlazu.,Ambil jalan keluar kedelapan.,여덟 번째 출구입니다.,Saia na oitava saída.,Opustite kruhový objazd na ôsmom výjazde.,Ingia barabara ya nane ya kutoka.,ออกทางออกที่แปด,取道第八個出口。,取道第八个出口。,Take the 8th exit.
,take_the_9_exit,Take the ninth exit.,Девятый поворот с кольца.,Zjedź dziewiątym zjazdem.,Ta nionde avfarten.,Dokuzuncu çıkıştan çıkın.,Prenez la neuvième sortie.,Neem de negende afslag.,Nehmen Sie die neunte Ausfahrt.,اسلك المخرج التاسع.,Πάρτε την έννατη έξοδο.,Prendi la nona uscita.,Vyjeďte devátým výjezdem.,Hajtson ki a kilencedik kijáratnál.,Folosiți a noua ieșire.,九番目の出口です。,Tag den niende afkørsel.,Tome la novena salida.,Agafeu la novena sortida.,Poistu yhdeksännessä liittymässä.,नौवें निकास को लें।,Izađite na devetom izlazu.,Ambil jalan keluar kesembilan.,아홉 번째 출구입니다.,Saia na nona saída.,Opustite kruhový objazd na deviatom výjazde.,Ingia barabara ya tisa ya kutoka.,ออกทางออกที่เก้า,取道第九個出口。,取道第九个出口。,Take the 9th exit.
,take_the_10_exit,Take the tenth exit.,Десятый поворот с кольца.,Zjedź dziesiątym zjazdem.,Ta tionde avfarten.,Onuncu çıkıştan çıkın.,Prenez la dixième sortie.,Neem de tiende afslag.,Nehmen Sie die zehnte Ausfahrt.,اسلك المخرج العاشر.,Πάρτε τη δέκατη έξοδο.,Prendi la decima uscita.,Vyjeďte desátým výjezdem.,Hajtson ki a tízedik kijáratnál.,Folosiți a zecea ieșire.,十番目の出口です。,Tag den tiende afkørsel.,Tome la décima salida.,Agafeu la dècima sortida.,Poistu kymmenennessä liittymässä.,दसवाँ एग्जिट लें।,Izađite na desetom izlazu.,Ambil jalan keluar kesepuluh.,열 번째 출구입니다.,Saia na décima saída.,Opustite kruhový objazd na desiatom výjazde.,Ingia barabara ya kumi ya kutoka.,ออกทางออกที่สิบ,取道第十個出口。,取道第十个出口。,Take the 10th exit.
,take_the_11_exit,Take the eleventh exit.,Одиннадцатый поворот с кольца.,Zjedź jedenastym zjazdem.,Ta elfte avfarten.,On birinci çıkıştan çıkın.,Prenez la onzième sortie.,Neem de elfde afslag.,Nehmen Sie die elfte Ausfahrt.,اسلك المَخْرَج الحادي عشر.,Πάρτε την ενδέκατη έξοδο.,Prendi l'undicesima uscita.,Vyjeďte jedenáctým výjezdem.,Hajtson ki a tizenegyedik kijáratnál.,Folosiți a unsprezecea ieșire.,十一番目の出口です。,Tag den ellevte afkørsel.,Tome la undécima salida.,Agafeu l'onzena sortida.,Poistu yhdennessätoista liittymässä.,ग्‍यारहवाँ एग्जिट लें।,Izađite na jedanaestom izlazu.,Ambil jalan keluar kesebelas.,열한 번째 출구입니다.,Saia na décima primeira saída.,Opustite kruhový objazd na jedenástom výjazde.,Ingia barabara ya kumi na moja ya kutoka.,ออกทางออกที่สิบเอ็ด,取道第十一個出口。,取道第十一个出口。,Take the 11th exit.
Distances. Imperial system: feet and miles.,in_50_feet,In fifty feet,Через пятьдесят футов,Za pięćdziesiąt stóp,Om femtio fot,Elli fit sonra,Dans cinquante pieds,Over vijftig voet,In fünfzig Fuß,بعد خمسين قدمًا,Σε πενήντα πόδια,Tra cinquanta piedi,Za padesát stop,Ötven láb után,După cincizeci de picioare.,五十フィート先,Om halvtreds fod,En cincuenta pies,D'aquí a cinquanta peus.,Viidenkymmenen jalan päässä,पचास फीट में।,Za pedeset stopa,Setelah lima puluh kaki,오십 피트 앞,A cinquenta pés,Po päťdesiatich stopách,Kabla ya futi hamsini,อีกห้าสิบฟุต,前方五十英尺,前方五十英尺,In 50 feet.
,in_100_feet,In one hundred feet,Через сто футов,Za sto stóp,Om ett hundra fot,Yüz fit sonra,Dans cent pieds,Over honderd voet,In einhundert Fuß,بعد مئة قدم,Σε εκατό πόδια,Tra cento piedi,Za sto stop,Száz láb után,După o sută de picioare,百フィート先,Om et hundrede fod,En cien pies,D'aquí a cent peus,Sadan jalan päässä,सौ फीट में।,Za stotinu stopa,Setelah seratus kaki,백 피트 앞,A cem pés,Po sto stopách,Kabla ya futi mia moja,อีกหนึ่งร้อยฟุต,前方一百英尺,前方一百英尺,In 100 feet.
,in_200_feet,In two hundred feet,Через двести футов,Za dwieście stóp,Om två hundra fot,İki yüz fit sonra,Dans deux cents pieds,Over tweehonderd voet,In zweihundert Fuß,بعد مئتين قدم,Σε διακόσια πόδια,Tra duecento piedi,Za dvě stě stop,Kétszáz láb után,După două sute de picioare,二百フィート先,Om to hundrede fod,En doscientos pies,D'aquí a dos-cents peus,Kahdensadan jalan päässä,दो सौ फीट में।,Za dvije stotine stopa,Setelah dua ratus kaki,이백 피트 앞,A duzentos pés,Po dvesto stopách,Kabla ya futi mia mbili,อีกสองร้อยฟุต,前方二百英尺,前方两百英尺,In 200 feet.
,in_300_feet,In three hundred feet,Через триста футов,Za trzysta stóp,Om tre hundra fot,Üç yüz fit sonra,Dans trois cents pieds,Over driehonderd voet,In dreihundert Fuß,بعد ثلاثمئة قدم,Σε τριακόσια πόδια,Tra trecento piedi,Za tři sta stop,Háromszáz láb után,După trei sute de picioare,三百フィート先,Om tre hundrede fod,En trescientos pies,D'aquí a tres-cents peus,Kolmensadan jalan päässä,तीन सौ फीट में।,Za tri stotine stopa,Setelah tiga ratus kaki,삼백 피트 앞,A trezentos pés,Po tristo stopách,Kabla ya futi mia tatu,อีกสามร้อยฟุต,前方三百英尺,前方三百英尺,In 300 feet.
,in_400_feet,In four hundred feet,Через четыреста футов,Za czterysta stóp,Om fyra hundra fot,Dört yüz fit sonra,Dans quatre cents pieds,Over vierhonderd voet,In vierhundert Fuß,بعد أربعمئة قدم,Σε τετρακόσια πόδια,Tra quattrocento piedi,Za čtyři sta stop,Négyszáz láb után,După patru sute de picioare,四百フィート先,Om fire hundrede fod,En cuatrocientos pies,D'aquí a quatre-cents peus,Neljänsadan jalan päässä,चार सौ फीट में।,Za četiri stotine stopa,Setelah empat ratus kaki,사백 피트 앞,A quatrocentos pés,Po štyristo stopách,Kabla ya futi mia nne,อีกสี่ร้อยฟุต,前方四百英尺,前方四百英尺,In 400 feet.
,in_500_feet,In five hundred feet,Через пятьсот футов,Za pięćset stóp,Om fem hundra fot,Beş yüz fit sonra,Dans cinq cents pieds,Over vijfhonderd voet,In fünfhundert Fuß,بعد خمسمئة قدم,Σε πεντακόσια πόδια,Tra cinquecento piedi,Za pět set stop,Ötszáz láb után,După cinci sute de picioare,五百フィート先,Om femte hundrede fod,En quinientos pies,D'aquí a cinc-cents peus,Viidensadan jalan päässä,पांच सौ फीट में।,Za pet stotina stopa,Setelah lima ratus kaki,오백 피트 앞,A quinhentos pés,Po päťsto stopách,Kabla ya futi mia tano,อีกห้าร้อยฟุต,前方五百英尺,前方五百英尺,In 500 feet.
,in_600_feet,In six hundred feet,Через шестьсот футов,Za sześćset stóp,Om sex hundra fot,Altı yüz fit sonra,Dans six cents pieds,Over zeshonderd voet,In sechshundert Fuß,بعد ستمئة قدم,Σε εξακόσια πόδια,Tra seicento piedi,Za šest set stop,Hatszáz láb után,După șase sute de picioare,六百フィート先,Om sjette hundrede fod,En seiscientos pies,D'aquí a sis-cents peus,Kuudensadan jalan päässä,छह सौ फीट में।,Za šest stotina stopa,Setelah enam ratus kaki,육백 피트 앞,A seiscentos pés,Po šesťsto stopách,Kabla ya futi mia sita,อีกหกร้อยฟุต,前方六百英尺,前方六百英尺,In 600 feet.
,in_700_feet,In seven hundred feet,Через семьсот футов,Za siedemset stóp,Om sju hundra fot,Yedi yüz fit sonra,Dans sept cents pieds,Over zevenhonderd voet,In siebenhundert Fuß,بعد سبعمئة قدم,Σε επτακόσια πόδια,Tra settecento piedi,Za sedm set stop,Hétszáz láb után,După șapte sute de picioare,七百フィート先,Om syv hundrede fod,En setecientos pies,D'aquí a set-cents peus,Seitsemänsadan jalan päässä,सात सौ फीट में।,Za sedam stotina stopa,Setelah tujuh ratus kaki,칠백 피트 앞,A setecentos pés,Po sedemsto stopách,Kabla ya futi mia saba,อีกเจ็ดร้อยฟุต,前方七百英尺,前方七百英尺,In 700 feet.
,in_800_feet,In eight hundred feet,Через восемьсот футов,Za osiemset stóp,Om åtta hundra fot,Sekiz yüz fit sonra,Dans huit cents pieds,Over achthonderd voet,In achthundert Fuß,بعد ثمانمئة قدم,Σε οκτακόσια πόδια,Tra ottocento piedi,Za osm set stop,Nyolcszáz láb után,După opt sute de picioare,八百フィート先,Om otte hundrede fod,En ochocientos pies,D'aquí a vuit-cents peus,Kahdeksansadan jalan päässä,आठ सौ फीट में।,Za osam stotina stopa,Setelah delapan ratus kaki,팔백 피트 앞,A oitocentos pés,Po osemsto stopách,Kabla ya futi mia nane,อีกแปดร้อยฟุต,前方八百英尺,前方八百英尺,In 800 feet.
,in_900_feet,In nine hundred feet,Через девятьсот футов,Za dziewięćset stóp,Om nio hundra fot,Dokuz yüz fit sonra,Dans neuf cents pieds,Over negenhonderd voet,In neunhundert Fuß,بعد تسعمئة قدم,Σε εννιακόσια πόδια,Tra novecento piedi,Za devět set stop,Kilencszáz láb után,După nouă sute de picioare,九百フィート先,Om ni hundrede fod,En novecientos pies,D'aquí a nou-cents peus,Yhdeksänsadan jalan päässä,नौ सौ फीट में।,Za devet stotina stopa,Setelah sembilan ratus kaki,구백 피트 앞,A novecentos pés,Po deväťsto stopách,Kabla ya futi mia tisa,อีกเก้าร้อยฟุต,前方九百英尺,前方九百英尺,In 900 feet.
,in_1000_feet,In one thousand feet,Через тысячу футов,Za tysiąc stóp,Om ett tusen fot,Bin fit sonra,Dans mille pieds,Over duizend voet,In eintausend Fuß,بعد ألف قدم,Σε χίλια πόδια,Tra mille piedi,Za tisíc stop,Ezer láb után,După o mie de picioare,千フィート先,Om et tusind fod,En mil pies,D'aquí a mil peus,Tuhannen jalan päässä,एक हजार फीट में।,Za tisuću stopa,Setelah seribu kaki,천 피트 앞,A mil pés,Po tisíc stopách,Kabla ya futi elfu moja,อีกหนึ่งพันฟุต,前方一千英尺,前方一千英尺,In 1000 feet.
,in_1500_feet,In fifteen hundred feet,Через тысячу пятьсот футов,Za tysiąc pięćset stóp,Om ett tusen fem hundra fot,Bin beş yüz fit sonra,Dans mille cinq cents pieds,Over vijftienhonderd voet,In eintausendfünfhundert Fuß,بعد ألف وخمسمئة قدم,Σε χίλια πεντακόσια πόδια,Tra mille cinquecento piedi,Za tisíc pět set stop,Ezerötszáz láb után,După o mie cinci sute de picioare,千五百フィート先,Om et tusind fem hundrede fod,En mil quinientos pies,D'aquí a mil cinc-cents peus,Tuhannenviidensadan jalan päässä,एक हजार पांच सौ फीट में।,Za tisuću i pet stotina stopa,Setelah seribu lima ratus kaki,천오백 피트 앞,A mil e quinhentos pés,Po tisícpäťsto stopách,Kabla ya futi elfu moja na mia tano,อีกหนึ่งพันห้าร้อยฟุต,前方一千五百英尺,前方一千五百英尺,In 1500 feet.
,in_2000_feet,In two thousand feet,Через две тысячи футов,Za dwa tysiące stóp,Om två tusen fot,İki bin fit sonra,Dans deux mille pieds,Over tweeduizend voet,In zweitausend Fuß,بعد ألفين قدم,Σε δύο χιλιάδες πόδια,Tra duemila piedi,Za dva tisíce stop,Kétezer láb után,După două mii de picioare,二千フィート先,Om to tusind fod,En dos mil pies,D'aquí a dos mil peus,Kahdentuhannen jalan päässä,दो हजार फीट में।,Za dvije tisuće stopa,Setelah dua ribu kaki,이천 피트 앞,A dois mil pés,Po dvetisíc stopách,Kabla ya futi elfu mbili,อีกสองพันฟุต,前方二千英尺,前方两千英尺,In 2000 feet.
,in_2500_feet,In twenty five hundred feet,Через две тысячи пятьсот футов,Za dwa tysiące pięćset stóp,Om två tusen fem hundra fot,İki bin beş yüz fit sonra,Dans deux mille cinq cents pieds,Over vijfentwintighonderd voet,In zweitausendfünfhundert Fuß,بعد ألفين وخمسمئة قدم,Σε δύο χιλιάδες πεντακόσια πόδια,Tra duemila cinquecento piedi,Za dva tisíce pět set stop,Kétezer-ötszáz láb után,După două mii cinci sute de picioare,二千五百フィート先,Om to tusinde fem hundrede fod,En dos mil quinientos pies,D'aquí a dos mil cinc-cents peus,Kahdentuhannenviidensadan jalan päässä,दो हजार पांच सौ फीट में।,Za dvije tisuće i pet stotina stopa,Setelah dua ribu lima ratus kaki,이천오백 피트 앞,A dois mil e quinhentos pés,Po dvetisícpäťsto stopách,Kabla ya futi elfu mbili na mia tano,อีกสองพันห้าร้อยฟุต,前方二千五百英尺,前方两千五百英尺,In 2500 feet.
,in_3000_feet,In three thousand feet,Через три тысячи футов,Za trzy tysiące stóp,Om tre tusen fot,Üç bin fit sonra,Dans trois mille pieds,Over drieduizend voet,In dreitausend Fuß,بعد ثلاثة آلاف قدم,Σε τρεις χιλιάδες πόδια,Tra tremila piedi,Za tři tisíce stop,Háromezer láb után,După trei mii de picioare,三千フィート先,Om tre tusind fod,En tres mil pies,D'aquí a tres mil peus,Kolmentuhannen jalan päässä,तीन हजार फीट में।,Za tri tisuće stopa,Setelah tiga ribu kaki,삼천 피트 앞,A três mil pés,Po tritisíc stopách,Kabla ya futi elfu tatu,อีกสามพันฟุต,前方三千英尺,前方三千英尺,In 3000 feet.
,in_3500_feet,In thirty five hundred feet,Через три тысячи пятьсот футов,Za trzy tysiące pięćset stóp,Om tre tusen fem hundra fot,Üç bin beş yüz fit sonra,Dans trois mille cinq cents pieds,Over vijfendertighonderd voet,In dreitausendfünfhundert Fuß,بعد ثلاثة آلاف وخمسمئة قدم,Σε τρεις χιλιάδες πεντακόσια πόδια,Tra tremila cinquecento piedi,Za tři tisíce pět set stop,Háromezer-ötszáz láb után,După trei mii cinci sute de picioare,三千五百フィート先,Om tre tusind fem hundrede fod,En tres mil quinientos pies,D'aquí a tres mil cinc-cents peus,Kolmentuhannenviidensadan jalan päässä,तीन हजार पांच सौ फीट में।,Za tri tisuće i pet stotina stopa,Setelah tiga ribu lima ratus kaki,삼천오백 피트 앞,A três mil e quinhentos pés,Po tritisícpäťsto stopách,Kabla ya futi elfu tatu na mia tano,อีกสามพันห้าร้อยฟุต,前方三千五百英尺,前方三千五百英尺,In 3500 feet.
,in_4000_feet,In four thousand feet,Через четыре тысячи футов,Za cztery tysiące stóp,Om fyra tusen fot,Dört bin fit sonra,Dans quatre mille pieds,Over vierduizend voet,In viertausend Fuß,بعد أربعة آلاف قدم,Σε τέσσερις χιλιάδες πόδια,Tra quattromila piedi,Za čtyři tisíce stop,Négyezer láb után,După patru mii de picioare,四千フィート先,Om fire tusind fod,En cuatro mil pies,D'aquí a quatre mil peus,Neljäntuhannen jalan päässä,चार हजार फीट में।,Za četiri tisuće stopa,Setelah empat ribu kaki,사천 피트 앞,A quatro mil pés,Po štyritisíc stopách,Kabla ya futi elfu nne,อีกสี่พันฟุต,前方四千英尺,前方四千英尺,In 4000 feet.
,in_4500_feet,In forty five hundred feet,Через четыре тысячи пятьсот футов,Za cztery tysiące pięćset stóp,Om fyra tusen fem hundra fot,Dört bin beş yüz fit sonra,Dans quatre mille cinq cents pieds,Over vijfenveertighonderd voet,In viertausendfünfhundert Fuß,بعد أربعة آلاف وخمسمئة قدم,Σε τέσσερις χιλιάδες πεντακόσια πόδια,Tra quattromila cinquecento piedi,Za čtyři tisíce pět set stop,Négyezer-ötszáz láb után,După patru mii cinci sute de picioare,四千五百フィート先,Om fire tusind fem hundrede fod,En cuatro mil quinientos pies,D'aquí a quatre mil cinc-cents peus,Neljäntuhannenviidensadan jalan päässä,चार हजार पांच सौ फीट में।,Za četiri tisuće i pet stotina stopa,Setelah empat ribu lima ratus kaki,사천오백 피트 앞,A quatro mil e quinhentos pés,Po štyritisícpäťsto stopách,Kabla ya futi elfu nne na mia tano,อีกสี่พันห้าร้อยฟุต,前方四千五百英尺,前方四千五百英尺,In 4500 feet.
,in_5000_feet,In five thousand feet,Через пять тысяч футов,Za pięć tysięcy stóp,Om fem tusen fot,Beş bin fit sonra,Dans cinq mille pieds,Over vijfduizend voet,In fünftausend Fuß,بعد خمسة آلاف قدم,Σε πέντε χιλιάδες πόδια,Tra cinquemila piedi,Za pět tisíc stop,Ötezer láb után,După cinci mii de picioare,五千フィート先,Om fem tusind fod,En cinco mil pies,D'aquí a cinc mil peus,Viidentuhannen jalan päässä,पांच हजार फीट में।,Za pet tisuća stopa,Setelah lima ribu kaki,오천 피트 앞,A cinco mil pés,Po päťtisíc stopách,Kabla ya futi elfu tano,อีกห้าพันฟุต,前方五千英尺,前方五千英尺,In 5000 feet.
,in_1_mile,In one mile,Через одну милю,Za jedną milę,Om en mile,Bir mil sonra,Dans un mile,Over één mijl,In einer Meile,بعد ميل واحد,Σε ένα μίλι,Tra un miglio,Za jednu míli,Egy mérföld után,După o milă.,一マイル先,Om en mil,En una milla,D'aquí a una milla,Mailin päässä,एक मील में।,Za jednu milju,Setelah satu mil,일 마일 앞,A uma milha,Po jednej míli,Kabla ya maili moja,อีกหนึ่งไมล์,前方一英里,前方一英里,In one mile.
,in_1_5_miles,In one and a half miles,Через полторы мили,Za półtorej mili,Om en och en halv mile,Bir buçuk mil sonra,Dans un virgule cinq mile,Over anderhalve mijl,In anderthalb Meilen,بعد ميل ونصف,Σε ενάμιση μίλι,Tra un miglio e mezzo,Za jednu a půl míle,Másfél mérföld után,După o milă și jumătate.,一.五マイル先,Om halvanden mil,En una milla y media,D'aquí a quilòmetre i mig,Puolentoista mailin päässä,डेढ़ मील में।,Za jednu i pol milju,Setelah satu setengah mil,일점오 마일 앞,A uma milha e meia,Po jeden a pol míli,Kabla ya maili moja na nusu,อีกหนึ่งไมล์ครึ่ง,前方一點五英里,前方一点五英里,In one and a half miles.
,in_2_miles,In two miles,Через две мили,Za dwie mile,Om två mile,İki mil sonra,Dans deux miles,Over twee mijl,In zwei Meilen,بعد ميلين,Σε δύο μίλια,Tra due miglia,Za dvě míle,Két mérföld után,După două mile.,二マイル先,Om to mil,En dos millas,D'aquí a dues milles,Kahden mailin päässä,दो मील में।,Za dvije milje,Setelah dua mil,이 마일 앞,A duas milhas,Po dvoch míľach,Kabla ya maili mbili,อีกสองไมล์,前方兩英里,前方两英里,In two miles.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,You will reach the destination in one hundred meters.,,Za sto metrów dojedziesz do celu.,Du når slutmålet om ett hundra meter.,Hedefe yüz metre sonra ulaşacaksınız.,Vous arriverez à destination dans 100 mètres.,Over honderd meter: bereikt u de bestemming.,In einhundert Metern erreichen Sie das Ziel.,ستصل إلى وجهتك بعد مئة متر.,Θα φτάσετε τον προορισμό σας σε εκατό μέτρα.,Raggiungerai la destinazione tra cento metri.,Do cíle dorazíte za sto metrů.,Száz méter után megérkezik az úti célhoz.,După o sută de metri veți ajunge la destinație.,百メートル先、目的地です。,Du vil nå destinationen om et hundrede meter.,Llegará al destino en cien metros.,Arribareu a la vostra destinació d'aquí a cent metres.,Kohteesi on sadan metrin päässä.,आप एक सौ मीटर में गंतव्‍य पर पहुँच जायेंगे।,Doći ćete do odredišta za stotinu metara.,Anda akan sampai di tujuan setelah seratus meter.,백미터 앞에 목적지입니다.,Chegará ao destino dentro de cem metros.,Po sto metroch dorazíte do cieľa.,Utafika mwisho wa safari KABLA YA MITA mia moja.,คุณจะถึงที่หมายในอีกหนึ่งร้อยเมตร,前方一百米到達目的地。,前方一百米到达目的地。,You will reach the destination in 100 metres.
,,You will reach the intermediate point in one hundred meters.,,Za sto metrów dojedziesz do punktu pośredniego.,Du når delmålet om ett hundra meter.,Ara noktaya yüz metre sonra ulaşacaksınız.,Vous arriverez au point intermédiaire dans 100 mètres.,Over honderd meter: bent u halverwege.,In einhundert Metern erreichen Sie den Zwischenpunkt.,ستصل إلى منتصف الطريق بعد مئة متر.,Θα φτάσετε το ενδιάμεσο σημείο σε εκατό μέτρα.,Raggiungerai il punto intermedio tra cento metri.,Do přechodného bodu dorazíte za sto metrů.,Száz méter után megérkezik a közbenső ponthoz.,După o sută de metri veți ajunge la punctul intermediar.,百メートル先、中間地点です。,Du vil nå mellempunktet om et hundrede meter.,Llegará al punto intermedio en cien metros.,Arribareu al punt intermedi d'aquí a cent metres.,Välipisteesi on sadan metrin päässä.,आप एक सौ मीटर में मध्‍य बिंदु पर पहुँच जायेंगे।,Doći ćete do među-točke za stotinu metara.,Anda akan sampai di titik pertengahan rute setelah seratus meter.,백미터 앞에 중간 지점입니다.,Chegará ao ponto intermédio dentro de cem metros.,Po sto metroch dorazíte do prechodného bodu.,Utafika katikati ya safari KABLA YA MITA mia moja.,คุณจะถึงจุดแวะพักในอีกหนึ่งร้อยเมตร,前方一百米到達中間經停點。,前方一百米到达中间经停点。,You will reach the intermediate point in 100 metres.
,,In half a mile. ,Через пол мили.,Za pół mili.,Om en halv mile.,Yarım mil içinde.,Dans un demi mile.,Nog een halve mijl.,Nach einer halben Meile.,على مسافة نصف ميل.,Σε μισό μίλι.,Tra mezzo miglio.,Za půl míle.,Fél mérföld múlva.,În jumătate de milă.,0.5マイル先。,Om en halv mil.,En media milla.,En media milla.,800 metrin kuluttua.,आधे मील के अंदर।,Nakon pola milje.,Dalam jarak setengah mil.,반 마일에서.,Em meia milha.,Po polovici míle.,Katika nusu maili.,ในครึ่งไมล์,在半英里。,半英里内。,In half a mile.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bear left.,Возьмите левее.,Jedź lewą stroną.,Håll till vänster.,Sola yönelin.,Prenez à gauche.,Houd links aan.,Links halten.,انعطف قليلا لليسار.,Προχώρησε αριστερά.,Segui la strada sulla sinistra.,Odbočte doleva.,Haladjon fokozatosan balra.,Înapoi la stânga.,左方向です。,Hold til venstre.,Manténgase a la izquierda.,Gireu a l´esquerra.,Pitäydy vasemmalla.,बायीं ओर चलें।,Držite se lijevog puta.,Pertahankan di kiri.,왼쪽으로 나아가십시오.,Siga pela esquerda.,Jazdite vľavo.,Egemea kushoto.,ชิดซ้าย,靠左。,向左转。,
,,Bear right.,Возьмите правее.,Jedź prawą stroną.,Håll till höger.,Sağa yönelin.,Prenez à droite.,Houd rechts aan.,Rechts halten.,انعطف قليلا لليمين.,Προχώρησε δεξιά.,Segui la strada sulla destra.,Odbočte doprava.,Haladjon fokozatosan jobbra.,Înapoi la dreapta.,右方向です。,Hold til højre.,Manténgase a la derecha.,Gireu a la dreta.,Pitäydy oikealla.,दायीं ओर चलें।,Držite se desnog puta.,Pertahankan di kanan.,오른쪽으로 나아가십시오.,Siga pela direita.,Jazdite vpravo.,Egemea kulia.,ชิดขวา,靠右。,向右转。,
,,Keep left.,Держитесь левее.,Trzymaj się lewej.,Fortsätt hålla till vänster.,Solda kalın.,Serrez à gauche.,Blijf aan de linkerkant.,Links halten.,الزم اليسار.,Συνέχισε αριστερά.,Tieni la sinistra.,Držte se vlevo.,Tartson balra.,Mențineți stânga.,左に直進です。,Hold til venstre.,Siga por la izquierda.,Mantingueu-vos a l´esquerra.,Pysy vasemmalla.,बायीं ओर रखें।,Držite se lijeve strane.,Tetap di kiri.,왼쪽으로 유지하십시오.,Mantenha a esquerda.,Držte sa vľavo.,Kuwa upande wa kushoto.,ชิดซ้าย,靠左行。,保持在左边。,
,,Keep right.,Держитесь правее.,Trzymaj się prawej.,Fortsätt hålla till höger.,Sağda kalın.,Serrez à droite.,Blijf aan de rechterkant.,Rechts halten.,الزم اليمين.,Συνέχισε δεξιά.,Tieni la destra.,Držte se vpravo.,Tartson jobbra.,Mențineți dreapta.,右に直進です。,Hold til højre.,Siga por la derecha.,Mantingueu-vos a la dreta.,Pysy oikealla.,दायीं ओर रखें।,Držite se desne strane.,Tetap di kanan.,오른쪽으로 유지하십시오.,Mantenha a direita.,Držte sa vpravo.,Kuwa upande wa kulia.,ชิดขวา,靠右行。,保持在右边。,
